uni_address,ukprn,university,kiscourseid,degree_type,programme,salary_respondents,salary_lq,salary_median,salary_uq,overall_rating,student_experience_rating,student_outcomes_rating,option_sandwich_year,option_year_abroad,option_foundation_year,option_distance_learning,crseurl,supporturl,lturl,employurl,qs_uni_name,rank,previous_rank,size,academic_rep,employer_rep,staff_to_student_ratio,employment_outcomes,overall_score
"University Offices, Wellington Square, Oxford, OX1 2JD",10007774,University of Oxford,F100,MChem,Chemistry (4 years),40,29000,34000,42000,Gold,Gold,Gold,No,No,No,No,https://www.ox.ac.uk/admissions/undergraduate/courses/course-listing/chemistry,https://www.ox.ac.uk/admissions/undergraduate/fees-and-funding?wssl=1,https://www.ox.ac.uk/admissions/undergraduate/courses/course-listing/chemistry,https://public.tableau.com/views/UniversityofOxford-DLHESurvey/Whatalumnihavedone?:embed=y&:display_count=yes&:showTabs=y&:showVizHome=no,University of Oxford,4,3,L,100,100,100,100,97.9
"University Offices, Wellington Square, Oxford, OX1 2JD",10007774,University of Oxford,T101,BA,Chinese,50,26000,30000,34000,Gold,Gold,Gold,No,Yes,No,No,http://www.ox.ac.uk/admissions/undergraduate/courses/oriental-studies/chinese,https://www.ox.ac.uk/admissions/undergraduate/fees-and-funding?wssl=1,http://www.ox.ac.uk/admissions/undergraduate/courses/oriental-studies/chinese,https://public.tableau.com/views/UniversityofOxford-DLHESurvey/Whatalumnihavedone?:embed=y&:display_count=yes&:showTabs=y&:showVizHome=no,University of Oxford,4,3,L,100,100,100,100,97.9
"University Offices, Wellington Square, Oxford, OX1 2JD",10007774,University of Oxford,H200,MEng,Civil Engineering (4 years),30,33000,38000,46000,Gold,Gold,Gold,No,No,No,No,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/engineering-science,https://www.ox.ac.uk/admissions/undergraduate/fees-and-funding?wssl=1,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/engineering-science,https://public.tableau.com/views/UniversityofOxford-DLHESurvey/Whatalumnihavedone?:embed=y&:display_count=yes&:showTabs=y&:showVizHome=no,University of Oxford,4,3,L,100,100,100,100,97.9
"University Offices, Wellington Square, Oxford, OX1 2JD",10007774,University of Oxford,VV14,BA,Classical Archaeology and Ancient History,135,27222.222222222223,30000,35000,Gold,Gold,Gold,No,No,No,No,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/classical-archaeology-and-ancient-history,https://www.ox.ac.uk/admissions/undergraduate/fees-and-funding?wssl=1,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/classical-archaeology-and-ancient-history,https://public.tableau.com/views/UniversityofOxford-DLHESurvey/Whatalumnihavedone?:embed=y&:display_count=yes&:showTabs=y&:showVizHome=no,University of Oxford,4,3,L,100,100,100,100,97.9
"University Offices, Wellington Square, Oxford, OX1 2JD",10007774,University of Oxford,Q800,BA,Classics,160,27656.25,30859.375,37343.75,Gold,Gold,Gold,No,No,No,No,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/classics,https://www.ox.ac.uk/admissions/undergraduate/fees-and-funding?wssl=1,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/classics,https://public.tableau.com/views/UniversityofOxford-DLHESurvey/Whatalumnihavedone?:embed=y&:display_count=yes&:showTabs=y&:showVizHome=no,University of Oxford,4,3,L,100,100,100,100,97.9
"University Offices, Wellington Square, Oxford, OX1 2JD",10007774,University of Oxford,Q810,BA,Classics II,160,27656.25,30859.375,37343.75,Gold,Gold,Gold,No,No,No,No,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/classics,https://www.ox.ac.uk/admissions/undergraduate/fees-and-funding?wssl=1,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/classics,https://public.tableau.com/views/UniversityofOxford-DLHESurvey/Whatalumnihavedone?:embed=y&:display_count=yes&:showTabs=y&:showVizHome=no,University of Oxford,4,3,L,100,100,100,100,97.9
"University Offices, Wellington Square, Oxford, OX1 2JD",10007774,University of Oxford,QQH8,BA,Classics II and English,170,25882.352941176472,28882.352941176472,34441.17647058824,Gold,Gold,Gold,No,No,No,No,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/classics-and-english,https://www.ox.ac.uk/admissions/undergraduate/fees-and-funding?wssl=1,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/classics-and-english,https://public.tableau.com/views/UniversityofOxford-DLHESurvey/Whatalumnihavedone?:embed=y&:display_count=yes&:showTabs=y&:showVizHome=no,University of Oxford,4,3,L,100,100,100,100,97.9
"University Offices, Wellington Square, Oxford, OX1 2JD",10007774,University of Oxford,Q8T9,BA,Classics and Asian and Middle Eastern Studies,210,27261.904761904763,30654.761904761905,36547.619047619046,Gold,Gold,Gold,No,No,No,No,https://www.ox.ac.uk/admissions/undergraduate/courses/course-listing/classics-and-asian-and-middle-eastern-studies,https://www.ox.ac.uk/admissions/undergraduate/fees-and-funding?wssl=1,https://www.ox.ac.uk/admissions/undergraduate/courses/course-listing/classics-and-asian-and-middle-eastern-studies,https://public.tableau.com/views/UniversityofOxford-DLHESurvey/Whatalumnihavedone?:embed=y&:display_count=yes&:showTabs=y&:showVizHome=no,University of Oxford,4,3,L,100,100,100,100,97.9
"University Offices, Wellington Square, Oxford, OX1 2JD",10007774,University of Oxford,Q8R7,BA,Classics and Beginners' Czech (with Slovak),125,26600,30000,34600,Gold,Gold,Gold,No,Yes,No,No,http://www.ox.ac.uk/admissions/undergraduate/courses/modern-languages/subject-area-32%3A-european-languages-and-other-areas-studies,https://www.ox.ac.uk/admissions/undergraduate/fees-and-funding?wssl=1,http://www.ox.ac.uk/admissions/undergraduate/courses/modern-languages/subject-area-32%3A-european-languages-and-other-areas-studies,https://public.tableau.com/views/UniversityofOxford-DLHESurvey/Whatalumnihavedone?:embed=y&:display_count=yes&:showTabs=y&:showVizHome=no,University of Oxford,4,3,L,100,100,100,100,97.9
"University Offices, Wellington Square, Oxford, OX1 2JD",10007774,University of Oxford,QR38,BA,Classics and Beginners' Italian,125,26600,30000,34600,Gold,Gold,Gold,No,Yes,No,No,http://www.ox.ac.uk/admissions/undergraduate/courses/modern-languages/subject-area-32%3A-european-languages-and-other-areas-studies,https://www.ox.ac.uk/admissions/undergraduate/fees-and-funding?wssl=1,http://www.ox.ac.uk/admissions/undergraduate/courses/modern-languages/subject-area-32%3A-european-languages-and-other-areas-studies,https://public.tableau.com/views/UniversityofOxford-DLHESurvey/Whatalumnihavedone?:embed=y&:display_count=yes&:showTabs=y&:showVizHome=no,University of Oxford,4,3,L,100,100,100,100,97.9
